Date,Open,High,Low,Close
05/29/2019,"0.4508","0.4566","0.4203","0.4464"
05/28/2019,"0.4224","0.4589","0.4191","0.4516"
05/27/2019,"0.4040","0.4463","0.4018","0.4224"
05/26/2019,"0.3851","0.4075","0.3763","0.4045"
05/25/2019,"0.3924","0.3974","0.3816","0.3849"
05/24/2019,"0.3794","0.3955","0.3716","0.3924"
05/23/2019,"0.3816","0.3816","0.3623","0.3795"
05/22/2019,"0.4044","0.4119","0.3713","0.3828"
05/21/2019,"0.4041","0.4090","0.3877","0.4040"
05/20/2019,"0.4101","0.4290","0.3800","0.4041"
05/19/2019,"0.3728","0.4176","0.3705","0.4102"
05/18/2019,"0.3709","0.3950","0.3650","0.3728"
05/17/2019,"0.4010","0.4290","0.3591","0.3709"
05/16/2019,"0.4348","0.4788","0.3946","0.4013"
05/15/2019,"0.3895","0.4480","0.3809","0.4348"
05/14/2019,"0.3277","0.4208","0.3211","0.3888"
05/13/2019,"0.3127","0.3315","0.3079","0.3283"
05/12/2019,"0.3291","0.3407","0.3046","0.3127"
05/11/2019,"0.2921","0.3002","0.2904","0.2969"
05/10/2019,"0.2921","0.3002","0.2904","0.2969"
05/09/2019,"0.2984","0.2997","0.2901","0.2921"
05/08/2019,"0.2965","0.3026","0.2919","0.2985"
05/07/2019,"0.3004","0.3040","0.2954","0.2965"
05/06/2019,"0.2983","0.3039","0.2916","0.3004"
05/05/2019,"0.2991","0.3025","0.2956","0.2983"
05/04/2019,"0.3030","0.3125","0.2950","0.2991"
05/03/2019,"0.2961","0.3074","0.2950","0.3030"
05/02/2019,"0.2988","0.3017","0.2950","0.2962"
05/01/2019,"0.3051","0.3085","0.2967","0.2991"
04/30/2019,"0.2874","0.3084","0.2854","0.3051"
04/29/2019,"0.2889","0.2941","0.2841","0.2875"
04/28/2019,"0.2918","0.2953","0.2883","0.2889"
04/27/2019,"0.2904","0.2960","0.2903","0.2918"
04/26/2019,"0.3030","0.3032","0.2801","0.2904"
04/25/2019,"0.3008","0.3067","0.2963","0.3030"
04/24/2019,"0.3235","0.3238","0.2902","0.3008"
04/23/2019,"0.3247","0.3283","0.3219","0.3233"
04/22/2019,"0.3190","0.3327","0.3185","0.3247"
